step,agent_id,type,side,price,quantity
749,Arb_01,market,buy,MKT,5
750,MM_01,limit,buy,88.2,10
750,Trend_01,market,sell,MKT,5
751,MM_01,limit,buy,88.27,10
751,Trend_01,market,sell,MKT,5
751,Arb_01,market,buy,MKT,5
752,MM_01,limit,sell,88.06,10
752,Trend_01,market,sell,MKT,5
752,Arb_01,market,buy,MKT,5
753,MM_01,limit,buy,86.81,10
753,Trend_01,market,sell,MKT,5
753,Arb_01,market,buy,MKT,5
754,MM_01,limit,sell,87.6,10
754,Trend_01,market,sell,MKT,5
754,Arb_01,market,sell,MKT,5
755,MM_01,limit,sell,88.0,10
755,Trend_01,market,buy,MKT,5
755,Arb_01,market,sell,MKT,5
756,MM_01,limit,buy,87.72,10
756,Trend_01,market,buy,MKT,5
757,MM_01,limit,buy,87.82,10
757,Trend_01,market,buy,MKT,5
758,MM_01,limit,buy,87.76,10
758,Trend_01,market,sell,MKT,5
758,Arb_01,market,buy,MKT,5
759,MM_01,limit,sell,88.45,10
759,Trend_01,market,buy,MKT,5
760,MM_01,limit,buy,88.61,10
760,Trend_01,market,buy,MKT,5
760,Arb_01,market,buy,MKT,5
761,MM_01,limit,buy,89.07,10
761,Trend_01,market,buy,MKT,5
761,Arb_01,market,sell,MKT,5
762,MM_01,limit,sell,89.28,10
762,Trend_01,market,buy,MKT,5
763,MM_01,limit,buy,89.71,10
763,Trend_01,market,buy,MKT,5
763,Arb_01,market,sell,MKT,5
764,MM_01,limit,sell,90.73,10
764,Trend_01,market,buy,MKT,5
764,Arb_01,market,buy,MKT,5
765,MM_01,limit,buy,90.87,10
765,Trend_01,market,buy,MKT,5
765,Arb_01,market,buy,MKT,5
766,MM_01,limit,buy,89.94,10
766,Trend_01,market,sell,MKT,5
767,MM_01,limit,buy,89.7,10
767,Trend_01,market,sell,MKT,5
767,Arb_01,market,buy,MKT,5
768,MM_01,limit,sell,89.94,10
768,Trend_01,market,sell,MKT,5
768,Arb_01,market,sell,MKT,5
769,MM_01,limit,sell,89.97,10
769,Trend_01,market,buy,MKT,5
769,Arb_01,market,buy,MKT,5
770,MM_01,limit,buy,90.11,10
770,Trend_01,market,buy,MKT,5
770,Arb_01,market,buy,MKT,5
771,MM_01,limit,buy,90.73,10
771,Trend_01,market,buy,MKT,5
772,MM_01,limit,buy,90.42,10
772,Trend_01,market,buy,MKT,5
772,Arb_01,market,buy,MKT,5
773,MM_01,limit,buy,89.5,10
773,Trend_01,market,sell,MKT,5
773,Arb_01,market,buy,MKT,5
774,MM_01,limit,buy,88.91,10
774,Trend_01,market,sell,MKT,5
775,MM_01,limit,sell,88.72,10
775,Trend_01,market,sell,MKT,5
775,Arb_01,market,buy,MKT,5
776,MM_01,limit,buy,88.25,10
776,Trend_01,market,sell,MKT,5
776,Arb_01,market,sell,MKT,5
777,MM_01,limit,sell,88.85,10
777,Trend_01,market,buy,MKT,5
777,Arb_01,market,sell,MKT,5
778,MM_01,limit,sell,88.8,10
778,Trend_01,market,buy,MKT,5
779,MM_01,limit,buy,88.18,10
779,Trend_01,market,sell,MKT,5
780,MM_01,limit,sell,88.04,10
780,Trend_01,market,sell,MKT,5
780,Arb_01,market,buy,MKT,5
781,MM_01,limit,buy,87.6,10
781,Trend_01,market,sell,MKT,5
781,Arb_01,market,buy,MKT,5
782,MM_01,limit,sell,87.91,10
782,Trend_01,market,sell,MKT,5
782,Arb_01,market,buy,MKT,5
783,MM_01,limit,buy,87.07,10
783,Trend_01,market,sell,MKT,5
783,Arb_01,market,sell,MKT,5
784,MM_01,limit,sell,88.62,10
784,Trend_01,market,buy,MKT,5
784,Arb_01,market,sell,MKT,5
785,MM_01,limit,sell,88.52,10
785,Trend_01,market,buy,MKT,5
785,Arb_01,market,buy,MKT,5
786,MM_01,limit,buy,87.65,10
786,Trend_01,market,sell,MKT,5
786,Arb_01,market,sell,MKT,5
787,MM_01,limit,sell,88.38,10
787,Trend_01,market,buy,MKT,5
787,Arb_01,market,buy,MKT,5
788,MM_01,limit,buy,87.98,10
788,Trend_01,market,sell,MKT,5
789,MM_01,limit,buy,88.82,10
789,Trend_01,market,buy,MKT,5
789,Arb_01,market,sell,MKT,5
790,MM_01,limit,sell,90.36,10
790,Trend_01,market,buy,MKT,5
790,Arb_01,market,buy,MKT,5
791,MM_01,limit,buy,89.91,10
791,Trend_01,market,buy,MKT,5
791,Arb_01,market,sell,MKT,5
792,MM_01,limit,buy,89.61,10
792,Trend_01,market,sell,MKT,5
793,MM_01,limit,sell,90.03,10
793,Trend_01,market,sell,MKT,5
793,Arb_01,market,buy,MKT,5
794,MM_01,limit,buy,90.29,10
794,Trend_01,market,buy,MKT,5
794,Arb_01,market,buy,MKT,5
795,MM_01,limit,buy,90.53,10
795,Trend_01,market,buy,MKT,5
795,Arb_01,market,buy,MKT,5
796,MM_01,limit,buy,90.2,10
796,Trend_01,market,sell,MKT,5
797,MM_01,limit,sell,90.2,10
797,Trend_01,market,sell,MKT,5
797,Arb_01,market,buy,MKT,5
798,MM_01,limit,buy,90.23,10
798,Trend_01,market,sell,MKT,5
799,MM_01,limit,sell,90.0,10
799,Trend_01,market,sell,MKT,5
799,Arb_01,market,buy,MKT,5
800,MM_01,limit,buy,89.65,10
800,Trend_01,market,sell,MKT,5
800,Arb_01,market,buy,MKT,5
801,MM_01,limit,sell,89.55,10
801,Trend_01,market,sell,MKT,5
801,Arb_01,market,sell,MKT,5
802,MM_01,limit,sell,90.07,10
802,Trend_01,market,buy,MKT,5
803,MM_01,limit,buy,89.64,10
803,Trend_01,market,sell,MKT,5
804,MM_01,limit,sell,89.94,10
804,Trend_01,market,buy,MKT,5
804,Arb_01,market,buy,MKT,5
805,MM_01,limit,buy,89.3,10
805,Trend_01,market,sell,MKT,5
805,Arb_01,market,sell,MKT,5
806,MM_01,limit,sell,89.32,10
806,Trend_01,market,sell,MKT,5
807,MM_01,limit,sell,89.35,10
807,Trend_01,market,sell,MKT,5
807,Arb_01,market,sell,MKT,5
808,MM_01,limit,sell,89.16,10
808,Trend_01,market,sell,MKT,5
809,MM_01,limit,sell,89.04,10
809,Trend_01,market,sell,MKT,5
809,Arb_01,market,buy,MKT,5
810,MM_01,limit,buy,88.99,10
810,Trend_01,market,sell,MKT,5
810,Arb_01,market,sell,MKT,5
811,MM_01,limit,sell,88.72,10
811,Trend_01,market,sell,MKT,5
811,Arb_01,market,sell,MKT,5
812,MM_01,limit,sell,89.36,10
812,Trend_01,market,buy,MKT,5
812,Arb_01,market,buy,MKT,5
813,MM_01,limit,buy,89.4,10
813,Trend_01,market,buy,MKT,5
813,Arb_01,market,sell,MKT,5
814,MM_01,limit,sell,88.72,10
814,Trend_01,market,sell,MKT,5
815,MM_01,limit,sell,89.34,10
815,Trend_01,market,buy,MKT,5
816,MM_01,limit,buy,89.58,10
816,Trend_01,market,buy,MKT,5
817,MM_01,limit,buy,89.64,10
817,Trend_01,market,buy,MKT,5
817,Arb_01,market,buy,MKT,5
818,MM_01,limit,buy,90.28,10
818,Trend_01,market,buy,MKT,5
818,Arb_01,market,sell,MKT,5
819,MM_01,limit,sell,89.27,10
819,Trend_01,market,sell,MKT,5
819,Arb_01,market,buy,MKT,5
820,MM_01,limit,buy,89.34,10
820,Trend_01,market,sell,MKT,5
820,Arb_01,market,sell,MKT,5
821,MM_01,limit,sell,89.02,10
821,Trend_01,market,sell,MKT,5
821,Arb_01,market,sell,MKT,5
822,MM_01,limit,sell,89.94,10
822,Trend_01,market,buy,MKT,5
822,Arb_01,market,sell,MKT,5
823,MM_01,limit,sell,90.72,10
823,Trend_01,market,buy,MKT,5
824,MM_01,limit,buy,91.31,10
824,Trend_01,market,buy,MKT,5
825,MM_01,limit,buy,91.28,10
825,Trend_01,market,buy,MKT,5
826,MM_01,limit,buy,92.23,10
826,Trend_01,market,buy,MKT,5
826,Arb_01,market,sell,MKT,5
827,MM_01,limit,sell,92.01,10
827,Trend_01,market,buy,MKT,5
827,Arb_01,market,buy,MKT,5
828,MM_01,limit,buy,91.71,10
828,Trend_01,market,sell,MKT,5
829,MM_01,limit,buy,92.05,10
829,Trend_01,market,buy,MKT,5
829,Arb_01,market,sell,MKT,5
830,MM_01,limit,sell,91.62,10
830,Trend_01,market,sell,MKT,5
831,MM_01,limit,sell,91.74,10
831,Trend_01,market,sell,MKT,5
831,Arb_01,market,buy,MKT,5
832,MM_01,limit,buy,92.4,10
832,Trend_01,market,buy,MKT,5
832,Arb_01,market,buy,MKT,5
833,MM_01,limit,buy,93.34,10
833,Trend_01,market,buy,MKT,5
833,Arb_01,market,sell,MKT,5
834,MM_01,limit,sell,93.12,10
834,Trend_01,market,buy,MKT,5
834,Arb_01,market,buy,MKT,5
835,MM_01,limit,buy,93.05,10
835,Trend_01,market,buy,MKT,5
835,Arb_01,market,sell,MKT,5
836,MM_01,limit,buy,93.0,10
836,Trend_01,market,sell,MKT,5
836,Arb_01,market,buy,MKT,5
837,MM_01,limit,sell,92.67,10
837,Trend_01,market,sell,MKT,5
837,Arb_01,market,sell,MKT,5
838,MM_01,limit,sell,92.43,10
838,Trend_01,market,sell,MKT,5
838,Arb_01,market,buy,MKT,5
839,MM_01,limit,buy,92.12,10
839,Trend_01,market,sell,MKT,5
840,MM_01,limit,sell,92.09,10
840,Trend_01,market,sell,MKT,5
840,Arb_01,market,buy,MKT,5
841,MM_01,limit,buy,91.81,10
841,Trend_01,market,sell,MKT,5
841,Arb_01,market,buy,MKT,5
842,MM_01,limit,sell,92.47,10
842,Trend_01,market,buy,MKT,5
842,Arb_01,market,buy,MKT,5
843,MM_01,limit,buy,91.57,10
843,Trend_01,market,sell,MKT,5
843,Arb_01,market,sell,MKT,5
844,MM_01,limit,sell,91.67,10
844,Trend_01,market,sell,MKT,5
844,Arb_01,market,sell,MKT,5
845,MM_01,limit,sell,91.27,10
845,Trend_01,market,sell,MKT,5
846,MM_01,limit,sell,91.09,10
846,Trend_01,market,sell,MKT,5
846,Arb_01,market,buy,MKT,5
847,MM_01,limit,buy,90.84,10
847,Trend_01,market,sell,MKT,5
847,Arb_01,market,sell,MKT,5
848,MM_01,limit,sell,90.3,10
848,Trend_01,market,sell,MKT,5
848,Arb_01,market,buy,MKT,5
849,MM_01,limit,sell,90.24,10
849,Trend_01,market,sell,MKT,5
850,MM_01,limit,sell,89.3,10
850,Trend_01,market,sell,MKT,5
850,Arb_01,market,sell,MKT,5
851,MM_01,limit,sell,88.99,10
851,Trend_01,market,sell,MKT,5
851,Arb_01,market,sell,MKT,5
852,MM_01,limit,sell,88.37,10
852,Trend_01,market,sell,MKT,5
852,Arb_01,market,sell,MKT,5
853,MM_01,limit,sell,88.35,10
853,Trend_01,market,sell,MKT,5
853,Arb_01,market,buy,MKT,5
854,MM_01,limit,buy,87.35,10
854,Trend_01,market,sell,MKT,5
854,Arb_01,market,sell,MKT,5
855,MM_01,limit,sell,87.57,10
855,Trend_01,market,sell,MKT,5
856,MM_01,limit,sell,87.19,10
856,Trend_01,market,sell,MKT,5
857,MM_01,limit,sell,86.78,10
857,Trend_01,market,sell,MKT,5
857,Arb_01,market,buy,MKT,5
858,MM_01,limit,sell,87.01,10
858,Trend_01,market,sell,MKT,5
858,Arb_01,market,sell,MKT,5
859,MM_01,limit,sell,86.83,10
859,Trend_01,market,sell,MKT,5
860,MM_01,limit,sell,87.18,10
860,Trend_01,market,buy,MKT,5
860,Arb_01,market,sell,MKT,5
861,MM_01,limit,buy,87.52,10
861,Trend_01,market,buy,MKT,5
861,Arb_01,market,sell,MKT,5
862,MM_01,limit,sell,87.74,10
862,Trend_01,market,buy,MKT,5
863,MM_01,limit,buy,88.34,10
863,Trend_01,market,buy,MKT,5
863,Arb_01,market,sell,MKT,5
864,MM_01,limit,sell,88.07,10
864,Trend_01,market,buy,MKT,5
864,Arb_01,market,sell,MKT,5
865,MM_01,limit,buy,88.31,10
865,Trend_01,market,buy,MKT,5
866,MM_01,limit,buy,87.64,10
866,Trend_01,market,sell,MKT,5
867,MM_01,limit,sell,87.78,10
867,Trend_01,market,sell,MKT,5
868,MM_01,limit,sell,87.3,10
868,Trend_01,market,sell,MKT,5
868,Arb_01,market,buy,MKT,5
869,MM_01,limit,buy,88.09,10
869,Trend_01,market,buy,MKT,5
869,Arb_01,market,buy,MKT,5
870,MM_01,limit,buy,88.03,10
870,Trend_01,market,buy,MKT,5
870,Arb_01,market,buy,MKT,5
871,MM_01,limit,buy,88.08,10
871,Trend_01,market,buy,MKT,5
871,Arb_01,market,buy,MKT,5
872,MM_01,limit,buy,88.14,10
872,Trend_01,market,buy,MKT,5
872,Arb_01,market,sell,MKT,5
873,MM_01,limit,sell,88.64,10
873,Trend_01,market,buy,MKT,5
874,MM_01,limit,buy,88.25,10
874,Trend_01,market,buy,MKT,5
874,Arb_01,market,sell,MKT,5
875,MM_01,limit,sell,88.95,10
875,Trend_01,market,buy,MKT,5
875,Arb_01,market,buy,MKT,5
876,MM_01,limit,buy,89.41,10
876,Trend_01,market,buy,MKT,5
877,MM_01,limit,buy,89.11,10
877,Trend_01,market,buy,MKT,5
878,MM_01,limit,buy,90.17,10
878,Trend_01,market,buy,MKT,5
878,Arb_01,market,buy,MKT,5
879,MM_01,limit,buy,90.69,10
879,Trend_01,market,buy,MKT,5
879,Arb_01,market,buy,MKT,5
880,MM_01,limit,buy,89.83,10
880,Trend_01,market,sell,MKT,5
881,MM_01,limit,buy,89.82,10
881,Trend_01,market,sell,MKT,5
881,Arb_01,market,buy,MKT,5
882,MM_01,limit,sell,89.78,10
882,Trend_01,market,sell,MKT,5
882,Arb_01,market,sell,MKT,5
883,MM_01,limit,sell,90.81,10
883,Trend_01,market,buy,MKT,5
883,Arb_01,market,buy,MKT,5
884,MM_01,limit,buy,91.16,10
884,Trend_01,market,buy,MKT,5
884,Arb_01,market,buy,MKT,5
885,MM_01,limit,buy,90.18,10
885,Trend_01,market,sell,MKT,5
885,Arb_01,market,buy,MKT,5
886,MM_01,limit,buy,89.9,10
886,Trend_01,market,sell,MKT,5
886,Arb_01,market,sell,MKT,5
887,MM_01,limit,sell,90.18,10
887,Trend_01,market,sell,MKT,5
888,MM_01,limit,sell,90.76,10
888,Trend_01,market,buy,MKT,5
888,Arb_01,market,buy,MKT,5
889,MM_01,limit,buy,90.28,10
889,Trend_01,market,buy,MKT,5
890,MM_01,limit,buy,90.99,10
890,Trend_01,market,buy,MKT,5
890,Arb_01,market,sell,MKT,5
891,MM_01,limit,sell,90.32,10
891,Trend_01,market,sell,MKT,5
891,Arb_01,market,buy,MKT,5
892,MM_01,limit,buy,90.62,10
892,Trend_01,market,buy,MKT,5
893,MM_01,limit,buy,90.38,10
893,Trend_01,market,sell,MKT,5
893,Arb_01,market,sell,MKT,5
894,MM_01,limit,sell,90.13,10
894,Trend_01,market,sell,MKT,5
894,Arb_01,market,sell,MKT,5
895,MM_01,limit,sell,90.79,10
895,Trend_01,market,buy,MKT,5
895,Arb_01,market,buy,MKT,5
896,MM_01,limit,buy,91.0,10
896,Trend_01,market,buy,MKT,5
896,Arb_01,market,sell,MKT,5
897,MM_01,limit,sell,91.61,10
897,Trend_01,market,buy,MKT,5
897,Arb_01,market,buy,MKT,5
898,MM_01,limit,buy,91.29,10
898,Trend_01,market,buy,MKT,5
898,Arb_01,market,buy,MKT,5
899,MM_01,limit,buy,91.46,10
899,Trend_01,market,buy,MKT,5
900,MM_01,limit,buy,91.35,10
900,Trend_01,market,sell,MKT,5
901,MM_01,limit,buy,91.13,10
901,Trend_01,market,sell,MKT,5
901,Arb_01,market,sell,MKT,5
902,MM_01,limit,sell,92.05,10
902,Trend_01,market,buy,MKT,5
902,Arb_01,market,sell,MKT,5
903,MM_01,limit,sell,92.69,10
903,Trend_01,market,buy,MKT,5
903,Arb_01,market,buy,MKT,5
904,MM_01,limit,buy,93.61,10
904,Trend_01,market,buy,MKT,5
904,Arb_01,market,buy,MKT,5
905,MM_01,limit,buy,94.3,10
905,Trend_01,market,buy,MKT,5
906,MM_01,limit,buy,94.31,10
906,Trend_01,market,buy,MKT,5
906,Arb_01,market,sell,MKT,5
907,MM_01,limit,buy,93.82,10
907,Trend_01,market,sell,MKT,5
907,Arb_01,market,buy,MKT,5
908,MM_01,limit,sell,93.3,10
908,Trend_01,market,sell,MKT,5
908,Arb_01,market,buy,MKT,5
909,MM_01,limit,buy,92.91,10
909,Trend_01,market,sell,MKT,5
909,Arb_01,market,sell,MKT,5
910,MM_01,limit,sell,92.97,10
910,Trend_01,market,sell,MKT,5
910,Arb_01,market,sell,MKT,5
911,MM_01,limit,sell,92.72,10
911,Trend_01,market,sell,MKT,5
911,Arb_01,market,sell,MKT,5
912,MM_01,limit,sell,92.59,10
912,Trend_01,market,sell,MKT,5
913,MM_01,limit,sell,92.83,10
913,Trend_01,market,buy,MKT,5
914,MM_01,limit,sell,93.31,10
914,Trend_01,market,buy,MKT,5
915,MM_01,limit,buy,92.8,10
915,Trend_01,market,buy,MKT,5
915,Arb_01,market,buy,MKT,5
916,MM_01,limit,buy,93.08,10
916,Trend_01,market,buy,MKT,5
916,Arb_01,market,buy,MKT,5
917,MM_01,limit,buy,94.27,10
917,Trend_01,market,buy,MKT,5
918,MM_01,limit,buy,93.94,10
918,Trend_01,market,buy,MKT,5
918,Arb_01,market,sell,MKT,5
919,MM_01,limit,sell,93.93,10
919,Trend_01,market,sell,MKT,5
920,MM_01,limit,sell,93.3,10
920,Trend_01,market,sell,MKT,5
920,Arb_01,market,buy,MKT,5
921,MM_01,limit,buy,93.85,10
921,Trend_01,market,buy,MKT,5
922,MM_01,limit,buy,94.33,10
922,Trend_01,market,buy,MKT,5
922,Arb_01,market,sell,MKT,5
923,MM_01,limit,sell,93.87,10
923,Trend_01,market,sell,MKT,5
924,MM_01,limit,sell,93.19,10
924,Trend_01,market,sell,MKT,5
924,Arb_01,market,buy,MKT,5
925,MM_01,limit,buy,92.99,10
925,Trend_01,market,sell,MKT,5
925,Arb_01,market,buy,MKT,5
926,MM_01,limit,sell,92.94,10
926,Trend_01,market,sell,MKT,5
926,Arb_01,market,sell,MKT,5
927,MM_01,limit,sell,93.66,10
927,Trend_01,market,buy,MKT,5
927,Arb_01,market,buy,MKT,5
928,MM_01,limit,buy,92.85,10
928,Trend_01,market,sell,MKT,5
929,MM_01,limit,buy,92.97,10
929,Trend_01,market,sell,MKT,5
930,MM_01,limit,sell,93.64,10
930,Trend_01,market,buy,MKT,5
931,MM_01,limit,buy,93.88,10
931,Trend_01,market,buy,MKT,5
932,MM_01,limit,buy,94.07,10
932,Trend_01,market,buy,MKT,5
932,Arb_01,market,sell,MKT,5
933,MM_01,limit,sell,93.96,10
933,Trend_01,market,sell,MKT,5
933,Arb_01,market,sell,MKT,5
934,MM_01,limit,sell,94.08,10
934,Trend_01,market,sell,MKT,5
935,MM_01,limit,sell,94.33,10
935,Trend_01,market,buy,MKT,5
935,Arb_01,market,buy,MKT,5
936,MM_01,limit,buy,94.76,10
936,Trend_01,market,buy,MKT,5
936,Arb_01,market,sell,MKT,5
937,MM_01,limit,buy,94.82,10
937,Trend_01,market,buy,MKT,5
937,Arb_01,market,sell,MKT,5
938,MM_01,limit,sell,95.49,10
938,Trend_01,market,buy,MKT,5
938,Arb_01,market,sell,MKT,5
939,MM_01,limit,buy,95.61,10
939,Trend_01,market,buy,MKT,5
940,MM_01,limit,buy,95.18,10
940,Trend_01,market,sell,MKT,5
940,Arb_01,market,sell,MKT,5
941,MM_01,limit,sell,94.92,10
941,Trend_01,market,sell,MKT,5
941,Arb_01,market,sell,MKT,5
942,MM_01,limit,sell,94.38,10
942,Trend_01,market,sell,MKT,5
943,MM_01,limit,sell,93.34,10
943,Trend_01,market,sell,MKT,5
943,Arb_01,market,buy,MKT,5
944,MM_01,limit,sell,93.03,10
944,Trend_01,market,sell,MKT,5
945,MM_01,limit,sell,93.3,10
945,Trend_01,market,sell,MKT,5
946,MM_01,limit,sell,92.99,10
946,Trend_01,market,sell,MKT,5
946,Arb_01,market,buy,MKT,5
947,MM_01,limit,buy,92.69,10
947,Trend_01,market,sell,MKT,5
947,Arb_01,market,buy,MKT,5
948,MM_01,limit,sell,93.34,10
948,Trend_01,market,buy,MKT,5
948,Arb_01,market,buy,MKT,5
949,MM_01,limit,buy,92.56,10
949,Trend_01,market,sell,MKT,5
949,Arb_01,market,buy,MKT,5
950,MM_01,limit,buy,93.2,10
950,Trend_01,market,buy,MKT,5
950,Arb_01,market,buy,MKT,5
951,MM_01,limit,buy,92.49,10
951,Trend_01,market,sell,MKT,5
951,Arb_01,market,sell,MKT,5
952,MM_01,limit,sell,92.92,10
952,Trend_01,market,buy,MKT,5
952,Arb_01,market,buy,MKT,5
953,MM_01,limit,buy,92.47,10
953,Trend_01,market,sell,MKT,5
953,Arb_01,market,buy,MKT,5
954,MM_01,limit,sell,92.99,10
954,Trend_01,market,buy,MKT,5
955,MM_01,limit,buy,92.04,10
955,Trend_01,market,sell,MKT,5
955,Arb_01,market,sell,MKT,5
956,MM_01,limit,sell,91.94,10
956,Trend_01,market,sell,MKT,5
956,Arb_01,market,sell,MKT,5
957,MM_01,limit,sell,92.05,10
957,Trend_01,market,sell,MKT,5
957,Arb_01,market,buy,MKT,5
958,MM_01,limit,sell,91.31,10
958,Trend_01,market,sell,MKT,5
958,Arb_01,market,sell,MKT,5
959,MM_01,limit,sell,91.33,10
959,Trend_01,market,sell,MKT,5
960,MM_01,limit,sell,90.78,10
960,Trend_01,market,sell,MKT,5
961,MM_01,limit,sell,90.87,10
961,Trend_01,market,sell,MKT,5
962,MM_01,limit,sell,90.55,10
962,Trend_01,market,sell,MKT,5
963,MM_01,limit,sell,90.45,10
963,Trend_01,market,sell,MKT,5
963,Arb_01,market,sell,MKT,5
964,MM_01,limit,sell,90.59,10
964,Trend_01,market,sell,MKT,5
965,MM_01,limit,sell,90.51,10
965,Trend_01,market,sell,MKT,5
966,MM_01,limit,sell,91.38,10
966,Trend_01,market,buy,MKT,5
966,Arb_01,market,sell,MKT,5
967,MM_01,limit,buy,91.13,10
967,Trend_01,market,buy,MKT,5
967,Arb_01,market,buy,MKT,5
968,MM_01,limit,buy,89.95,10
968,Trend_01,market,sell,MKT,5
968,Arb_01,market,sell,MKT,5
969,MM_01,limit,sell,89.93,10
969,Trend_01,market,sell,MKT,5
969,Arb_01,market,buy,MKT,5
970,MM_01,limit,sell,91.01,10
970,Trend_01,market,buy,MKT,5
970,Arb_01,market,sell,MKT,5
971,MM_01,limit,buy,90.99,10
971,Trend_01,market,buy,MKT,5
971,Arb_01,market,buy,MKT,5
972,MM_01,limit,buy,90.82,10
972,Trend_01,market,buy,MKT,5
972,Arb_01,market,sell,MKT,5
973,MM_01,limit,sell,91.23,10
973,Trend_01,market,buy,MKT,5
973,Arb_01,market,sell,MKT,5
974,MM_01,limit,buy,91.33,10
974,Trend_01,market,buy,MKT,5
975,MM_01,limit,buy,91.52,10
975,Trend_01,market,buy,MKT,5
975,Arb_01,market,sell,MKT,5
976,MM_01,limit,sell,91.64,10
976,Trend_01,market,buy,MKT,5
976,Arb_01,market,buy,MKT,5
977,MM_01,limit,buy,92.27,10
977,Trend_01,market,buy,MKT,5
978,MM_01,limit,buy,91.95,10
978,Trend_01,market,buy,MKT,5
978,Arb_01,market,sell,MKT,5
979,MM_01,limit,buy,91.78,10
979,Trend_01,market,sell,MKT,5
979,Arb_01,market,sell,MKT,5
980,MM_01,limit,sell,91.28,10
980,Trend_01,market,sell,MKT,5
980,Arb_01,market,buy,MKT,5
981,MM_01,limit,sell,91.95,10
981,Trend_01,market,buy,MKT,5
981,Arb_01,market,sell,MKT,5
982,MM_01,limit,buy,91.38,10
982,Trend_01,market,sell,MKT,5
983,MM_01,limit,sell,92.42,10
983,Trend_01,market,buy,MKT,5
984,MM_01,limit,buy,93.11,10
984,Trend_01,market,buy,MKT,5
984,Arb_01,market,buy,MKT,5
985,MM_01,limit,buy,92.77,10
985,Trend_01,market,buy,MKT,5
985,Arb_01,market,sell,MKT,5
986,MM_01,limit,sell,93.31,10
986,Trend_01,market,buy,MKT,5
986,Arb_01,market,buy,MKT,5
987,MM_01,limit,buy,92.61,10
987,Trend_01,market,sell,MKT,5
987,Arb_01,market,buy,MKT,5
988,MM_01,limit,buy,93.01,10
988,Trend_01,market,buy,MKT,5
988,Arb_01,market,buy,MKT,5
989,MM_01,limit,buy,93.16,10
989,Trend_01,market,buy,MKT,5
989,Arb_01,market,sell,MKT,5
990,MM_01,limit,sell,93.41,10
990,Trend_01,market,buy,MKT,5
990,Arb_01,market,buy,MKT,5
991,MM_01,limit,buy,93.32,10
991,Trend_01,market,buy,MKT,5
991,Arb_01,market,buy,MKT,5
992,MM_01,limit,buy,93.53,10
992,Trend_01,market,buy,MKT,5
993,MM_01,limit,buy,94.11,10
993,Trend_01,market,buy,MKT,5
994,MM_01,limit,buy,93.73,10
994,Trend_01,market,buy,MKT,5
994,Arb_01,market,sell,MKT,5
995,MM_01,limit,buy,93.56,10
995,Trend_01,market,sell,MKT,5
995,Arb_01,market,buy,MKT,5
996,MM_01,limit,sell,93.66,10
996,Trend_01,market,sell,MKT,5
996,Arb_01,market,buy,MKT,5
997,MM_01,limit,buy,93.76,10
997,Trend_01,market,buy,MKT,5
997,Arb_01,market,sell,MKT,5
998,MM_01,limit,sell,93.53,10
998,Trend_01,market,sell,MKT,5
998,Arb_01,market,sell,MKT,5
999,MM_01,limit,sell,94.25,10
999,Trend_01,market,buy,MKT,5
